date,crop,plot,Orb,Norb,sym,pod,ento,col_20,col_10,col_6,col_4,Diplura,japy,camp,Iso,Dip<5,Dip>5,Chil<5,Chil>5,Pseu,Annelid,CL,OL,AC,OAC,Coccomorpha,Formicid,a_dipt,Psocodea,spider,Enich,Thrips,simphyla,protura,hymen,hemip,pauropoda,sipoopter,dermaptera,archaeognatha,lep
7/1/2021,corn,101,15,4,na,na,na,27,0,0,0,1,na,na,0,0,0,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,104,9,24,na,na,na,46,0,0,0,0,na,na,0,0,0,0,0,0,2,0,0,0,2,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0
7/1/2021,corn,201,0,18,na,na,na,24,3,0,10,1,na,na,0,0,4,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,201,23,0,na,na,na,0,0,0,0,0,na,na,0,0,0,0,1,0,0,0,0,0,0,0,0,3,2,0,0,2,0,0,0,0,0,0,0,0,0
7/1/2021,corn,202,12,29,na,na,na,30,46,0,12,0,na,na,0,0,0,0,1,0,0,1,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
7/1/2021,corn,204,0,4,na,na,na,1,0,0,0,0,na,na,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
7/1/2021,corn,301,2,16,na,na,na,4,1,0,1,0,na,na,0,0,1,0,1,0,1,0,1,0,3,0,0,0,0,7,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,302,10,19,na,na,na,6,10,0,11,1,na,na,0,0,0,0,1,0,1,0,0,0,0,0,0,2,0,2,0,0,4,0,1,0,0,0,0,0,0
7/1/2021,corn,304,10,1,na,na,na,2,0,0,2,1,na,na,0,0,0,0,0,0,1,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,401,7,3,na,na,na,21,0,0,3,2,na,na,0,0,0,0,0,0,2,0,1,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0
7/1/2021,corn,402,11,17,na,na,na,6,23,0,16,3,na,na,0,0,0,0,1,0,0,0,3,0,0,0,0,1,0,1,0,0,10,0,1,0,1,0,0,0,0
7/1/2021,corn,403,26,29,na,na,na,23,2,0,5,2,na,na,0,0,1,0,9,0,0,6,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,404,2,18,na,na,na,22,7,0,17,1,na,na,0,0,2,0,4,0,0,4,1,0,0,0,0,0,0,0,0,0,6,0,0,1,2,0,0,0,0
7/1/2021,corn,501,11,24,na,na,na,22,11,0,0,4,na,na,0,0,2,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
7/1/2021,corn,503,2,4,na,na,na,1,0,0,0,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
7/1/2021,corn,504,28,16,na,na,na,46,2,0,3,1,na,na,0,0,0,0,2,0,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,101,5,4,na,na,na,1,2,0,1,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,102,47,17,na,na,na,3,4,0,5,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,3,0,0,0,0
9/1/2021,corn,103,5,1,na,na,na,0,0,0,1,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,104,12,8,na,na,na,2,0,0,1,0,na,na,0,0,0,0,1,0,0,0,1,0,1,0,0,0,0,0,0,0,1,0,0,1,1,0,0,0,0
9/1/2021,corn,201,92,3,na,na,na,4,0,0,5,0,na,na,0,0,2,0,2,0,0,0,0,0,1,0,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0
9/1/2021,corn,202,97,25,na,na,na,5,1,0,6,1,na,na,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2021,corn,203,8,4,na,na,na,2,0,0,3,1,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,0,0,0,0
9/1/2021,corn,204,5,8,na,na,na,3,3,0,3,0,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,301,14,0,na,na,na,0,0,0,5,1,na,na,0,0,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0
9/1/2021,corn,302,10,2,na,na,na,2,0,0,5,0,na,na,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9/1/2021,corn,303,8,48,na,na,na,1,0,0,10,1,na,na,0,0,0,0,1,0,1,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,4,0,0,0,0
9/1/2021,corn,304,3,10,na,na,na,0,4,0,2,0,na,na,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2021,corn,401,15,32,na,na,na,1,0,0,1,2,na,na,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,0,0,0,5,0,0,0,0
9/1/2021,corn,402,5,5,na,na,na,2,0,0,10,3,na,na,0,0,2,0,0,0,0,0,0,0,1,0,0,0,2,0,0,0,0,0,0,0,1,0,0,0,0
9/1/2021,corn,403,13,9,na,na,na,0,0,0,4,1,na,na,0,0,0,0,0,0,0,0,0,0,1,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,404,12,5,na,na,na,2,3,0,0,0,na,na,0,0,0,0,1,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,1,0,0,0,0,0
9/1/2021,corn,501,13,4,na,na,na,1,0,0,4,0,na,na,0,0,0,0,0,0,0,0,1,0,0,0,0,4,0,0,0,0,1,2,0,0,0,0,0,0,0
9/1/2021,corn,502,14,4,na,na,na,1,0,0,0,2,na,na,0,0,0,0,1,0,2,0,0,0,1,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0
9/1/2021,corn,503,8,8,na,na,na,0,5,0,3,0,na,na,0,0,0,0,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/1/2021,corn,504,14,9,na,na,na,0,1,0,5,5,na,na,0,0,0,0,0,0,1,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,101,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,102,0,2,0,5,3,5,1,2,0,0,0,0,0,1,0,0,0,0,2,4,1,0,0,0,0,3,0,0,0,0,0,0,1,0,0,0,0,0,0
6/22/2022,beans,103,0,1,0,0,1,0,0,1,0,1,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,104,6,3,0,2,2,2,2,0,0,3,3,0,0,0,0,0,0,0,3,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,201,12,2,0,2,2,2,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/22/2022,beans,202,3,0,0,0,2,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,203,0,0,0,0,1,0,1,0,0,3,3,0,0,1,2,0,0,0,3,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,204,2,2,0,0,3,2,1,0,0,5,5,0,0,1,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,301,6,3,0,0,1,0,0,0,1,2,2,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6/22/2022,beans,302,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,303,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
6/22/2022,beans,304,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
6/22/2022,beans,401,0,0,0,1,2,1,2,0,0,3,3,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,402,8,2,0,2,5,1,6,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0
6/22/2022,beans,403,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,404,2,1,0,9,3,0,12,0,0,2,2,0,0,0,0,0,0,0,0,2,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,501,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0
6/22/2022,beans,503,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,504,0,0,0,1,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,beans,507,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,101,4,0,0,0,3,0,2,1,0,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0
6/22/2022,corn,102,6,1,0,0,0,0,0,0,0,2,2,0,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,103,4,85,0,8,5,9,4,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,104,1,3,0,0,1,1,0,1,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,201,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,202,13,0,0,0,4,1,1,0,2,1,1,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,0,2,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,203,3,3,0,1,1,1,1,0,0,1,1,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
6/22/2022,corn,204,4,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,301,2,3,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,1,2,0,2,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,302,20,4,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,1,2,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,303,5,5,0,0,7,0,3,4,0,0,0,0,0,0,0,0,0,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,304,4,5,0,0,5,1,2,1,1,0,0,0,0,0,0,0,0,0,5,2,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,401,0,2,0,4,8,7,3,2,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,402,6,8,0,1,8,4,0,5,0,0,0,0,0,0,0,0,0,0,4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,403,0,5,0,4,4,1,7,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,1,0,0,0,0,1,0,0,0,0,0,0,0,0
6/22/2022,corn,404,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
6/22/2022,corn,501,3,0,0,0,3,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,502,3,0,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,503,4,0,0,2,1,2,1,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
6/22/2022,corn,504,12,6,0,0,2,1,0,1,0,1,1,0,0,0,0,0,0,0,5,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,101,17,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,101,17,3,0,1,0,0,0,0,0,1,0,1,0,0,0,0,0,0,1,1,0,0,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,102,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,102,2,2,2,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,9,0,0,0,1,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,103,6,4,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,103,6,4,0,3,1,0,0,0,0,1,1,0,0,0,0,0,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,104,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,104,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,201,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,201,3,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,202,7,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,202,7,1,1,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,203,7,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,203,7,5,0,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,204,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0,na,na,na,0
9/23/2022,beans,204,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,na,0
9/23/2022,beans,301,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9/23/2022,beans,301,2,0,0,3,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
9/23/2022,beans,302,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,302,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,303,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,303,7,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,304,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,304,1,4,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,401,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,401,4,0,0,3,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,402,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9/23/2022,beans,402,13,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0
9/23/2022,beans,403,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9/23/2022,beans,403,2,0,0,3,0,0,0,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,0,0,0,0,0
9/23/2022,beans,404,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,404,2,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,501,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,501,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
9/23/2022,beans,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9/23/2022,beans,502,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,0
9/23/2022,beans,503,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
9/23/2022,beans,503,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
